Name,Address,Website
The Global Open University,Headquarter - Dimapur Sodzulhou Village  PO-ARTC NH-29  Dimapur   Nagaland - 797115 ,http://nagaland.net.in
ICFAI University,6th Mile  Sovima Village Kohima Road  Dimapur   Nagaland - 797112 ,www.iunagaland.edu.in
Lovely Professional University,Jalandhar- Delhi G.T. Road (NH-1)  Ludhiana  Phagwara Distt. Kappurthala   Punjab -  ,http://www.lpu.in
Amity University ,Amity House 14  Gopal Bari  Ajmer Road  Jaipur    Rajasthan- 302 006 ,http://amity.edu/jaipur
Bhagwant University,Sikar Road  Ajmer      Rajasthan- 305 004 ,http://www.bhagwantuniversity.com
Jagannath University,Vill. Rampura  Teshil-Chaksu Jaipur   Rajasthan-  ,http://www.jagannathuniversity.org
Jaipur National University,Jaipur-Agra Bypass Near New RTO office  Jaipur Jagatpura   Rajasthan- 302 017 ,http://www.jnujaipur.ac.in
Jodhpur National University,"Narnadi,Jhanwar Road,Boranada Jodhpur     Rajasthan- 342 001 ",http://www.jodhpurnationaluniversity.com
Jayoti Vidyapeet Women's University,Vedaant Gyan Valley  Village Jharna Mahila-Jobner Line Road Jabner  Jaipur-Ajmer Express Way  Jaipur   Rajasthan- 303007 ,http://www.jvwomensuniv.com
Mahatma Jyoti Rao Phoole University,SP-2 & 3  Kant Kalwar  RIICO Industrial Area   NH-8 Near Achrol  Jaipur    Rajasthan-  ,http://www.mjrpuniversity.com
Mewar University,"NH - 79 Gangrar,Chittorgarh     Rajasthan-  ",http://www.mewaruniversity.org
NIMS University,Shobha Nagar  Jaipur-Delhi Highway  (NH-11C)  Jaipur    Rajasthan- 303 121 ,http://www.nimsuniversity.org
Shri Jagdish Prasad Jhabarmal Tibrewala University,"Vidyanagari  Churu Jhunjhunu Road Chudela  Distt.,-Jhunjhunu    Rajasthan- 333 001 ",http://jjtu.ac.in
Sir Padmapat Singhania University,Bhatewar  Udiapur     Rajasthan- 313 601 ,http://www.spsu.ac.in
Singhania University,Pacheri Bari  Distt. Jhunjhunu      Rajasthan- 333 515 ,http://www.singhaniauniversity.co.in
Suresh Gyan Vihar University,Mahal Jagatpura Jaipur    Rajasthan- 302 017 ,http://www.gyanvihar.org
Shridhar University ,Pilani-Chirawa Road   Pilani    Rajasthan- 333 031  ,www.shridharuniversity.ac.in
The Institute of Chartered Financial Analysts of India University,(ICFAI)  Sikkim Ranka Road  Lower Sichey Gangtok    Sikkim - 737 101 ,www.iusikkim.edu.in
Sikkim Manipal University,5TH Mile  Tadong  Gangtok East Sikkim    Sikkim - 737 102 ,http://www.smu.edu.in
Vinayaka Missions Sikkim University ,NH 31-A Tadong  Gangtok  East Sikkim    Sikkim - 737 102 ,http://www.vmsuniversity.in
ICFAI University,Agartala Simna Road PO Kamalghat  West Tripura   Tripura - 799 210 ,https://iutripura.edu.in/
AMITY University ,Uttar Pradesh Gautam Budh Nagar    Uttar Pradesh -  ,http://amity.edu
Jagadgura Rambhadracharya Handicapped University,Chitrakoot  Karwi      Uttar Pradesh - 210 204 ,http://www.jrhu.com
Integral University , Dasauli  P.O. Bas-ha Kursi Road Lucknow     Uttar Pradesh - 226 026 ,www.integraluniversity.ac.in
Mangalayatan University,Extended NCR  33rd Milestone Mathura-Aligarh Highway Beswan Aligarh   Uttar Pradesh - 202 145 ,http://www.mangalayatan.in
Mohammad Ali Jauhar University,"Jauhar Nagar,Post Sigan Khera Block Saidnagar  Distt. Rampur    Uttar Pradesh - 244 901 ",http://www.jauharuniversity.edu.in
Teerthanker Mahaveer University,Delhi Road  Moradabad     Uttar Pradesh - 244001 ,http://www.tmu.ac.in
Sharda University,Gautam Budh Nagar Grerater Noida    Uttar Pradesh -  ,http://www.sharda.ac.in
Swami Vivekananda Subharti University,Delhi - Haridwar Subhartipuram  NH-58  Delhi-Haridwar  Bypass Road  Meerut    Uttar Pradesh - 250 005 ,www.subharti.org 
Dev Sanakrit Vishwavidyalaya,Gayatrikunj Shantikunj Haridwar   Uttarakhand -  ,http://www.dsvv.ac.in
Himgiri Zee University,Dehradun     Uttarakhand -  ,http://himgirizeeuniversity.edu.in
The ICFAI University,Central Hope Town  Rajawala Road  Selaqui  Dehradun   Uttarakhand - 248 197 ,http://www.iudehradun.edu.in/
University of Petroleum and Energy Studies,Energy Acres  P.O. Bidholi  Via Prem Nagar Dehradun    Uttarakhand - 248 007 ,http://www.upes.ac.in
University of Patanjali ,"Mahrish Dayanad Gram,Delhi Haridwar National Highway  Near Bahadrabad Haridwar   Uttarakhand -  ",http://patanjaliuniversity.com
Punjab University,Chandigarh  PIN - 160 014.    Chandigarh -  ,http://www.puchd.ac.in
National Law University,Sector-14  Dwarka New Delhi-110 078    Delhi- 110 078 ,http://nludelhi.ac.in
Indraprastha Institute of Information Technology,"Near Govind Puri Metro Station  Okhala Industrial Estate,  Okhla Phase III   Delhi- 110020 ",http://www.iiitd.ac.in
Guru Gobind Singh Indraprastha Vishwavidyalaya,Sector_16C  Dwarka New Delhi     Delhi- 110 075 ,http://www.ipu.ac.in
Delhi Technological University,Shahbad Daultapur  Bawana Road  Delhi    Delhi-  ,http://www.dce.edu
Ambedkar University Delhi (AUD),Lothian Road  Kashmere Gate  Delhi    Delhi- 110006 ,http://www.aud.ac.in
West Bengal State University,Barasat Govt. College  Annexe Building 10knc  Kolkata-700124    West Bengal -  ,http://www.wbsubregistration.org
Maulana Abul Kalam Azad University of Technology,BF-142  Sector-1   Salt Lake city  Sector-I  Kolkata   West Bengal - 700064 ,http://www.wbut.ac.in
West Bengal University of Animal and Fishery Sciences,Kolkatta -700 037.     West Bengal -  ,http://wbuafscl.ac.in
Vidya Sagar University,PO. -Vidyasagar University Midnapore-721102  Dist.-paschim Mediripur  (W.B.)   West Bengal -  ,http://www.vidyasagar.ac.in/
Uttar Banga Krishi Vishwavidyalaya,P.O. Pundibari  Distt.- Cooch Behar  West Bengal-736165    West Bengal -  ,http://www.ubkv.org
The West Bengal University of Health Sciences, DD-36  Secotor-1  Salt Lake Kolkata   West Bengal - 700064 ,http//www.wbuhs.ac.in
The West Bengal National University of Juridical Science,"Aranya Bhavan  10A LA Blk.,S.L City,Calcutta    West Bengal -  ",http://www.nujs.edu
The Bengal Engineering & Science University, Shibpur Howrah    West Bengal -  ,http://www.becs.ac.in
Patna University,Patna  PIN - 800 005.    Bihar -  ,http://www.patnauniversity.ac.in
National Law University,"Kathajodi Campus    Sec – 13,CDA Cuttack   Orissa - 753015 ",http://www.nluo.ac.in
Arybhatta Knowledge University,A.N. Sinha Institute of Social Studies Campus(West) North Gondhi Maidan  Patna   Bihar -  ,http://www.akubiharf.ac.in
Indian Institute of Technology (Roorkee),Roorkee     Uttarakhand - 247 667 ,www.iitr.ernet.in
National Institute of Technology,Agartala Barjala  Tripura (WEST)    Tripura -  ,http://www.nitagartala.in
National Institute of Technology,Raipur Chattisgarh    Chhattisgarh-  ,http://www.gcetraipur.ac.in
Malviya National Institute of Technology,Jaipur J.L.N Marg    Rajasthan- 302017 ,http://www.mnti.ac.in
Motilal Nehru National Institute of Technolgy,Allahabad     Uttar Pradesh - 211 004 ,http://www.mnit.ac.in
National Insitute of Technology,Calicut  P.O NIT Campus    Kerala - 673601 ,http://www.nitc.ac.in
National Institute of Technology,Hamirpur     Himachal Pradesh - 177005 ,http://www.nitham.ac.in
National Institute of Technology,Kurukshetra     Haryana - 136119 ,http://www.nitkkr.ac.in
National Institute of Technology,"N.I.T.  Rourkela,PO: Rourkela  Dist Sundergarh  Odisha    Orissa - 769008 ",http://www.nitrkl.ac.in
National Institute of Technology Karnataka,Surathkal PO Srinivasnagar Mangalore    Karnataka - 575025 ,http://www.nitk.ac.in
National Institute of Technology,Silchar     Assam - 788010 ,http://www.nits.ac.in
Visvesvaraya National  Institute of Technology,South Ambazari Road  Nagpur Nagpur    Maharashtra - 440 010 ,http://www.vnit.ac.in
Maulana Azad National Institute of Technology,Bhopal NULL    Madhya Pradesh - 462007 ,
National Institute of Technology,Warangal     Andhra Pradesh- 506004 ,http://www.nitw.ac.in
Sardar Valabh Bhai National Institute  of Technology,Surat NULL    Gujarat - 395007 ,http://www.svnit.ac.in
National Institute of Technology,Jamshedpur     Jharkhand - 831 014 ,http://www.nitjsr.ac.in
B.R.Ambedkar National Institute of Technology,G.T. Road Bye Pass Jalandhar  Punjab    Punjab - 144011 ,http://www.nitj.ac.in
National Institute of Technology,Tiruchirapally     Tamil Nadu - 620015 ,http://www.nitt.edu
National Institute of Technology,Patna     Bihar - 800005 ,http://www.nitp.ac.in
National Institute of Technology,Srinagar Hazratbal    Jammu and Kashmir - 190006 ,http://www.nit.ac.in
National Institute of Technology,Durgapur     West Bengal - 713209 ,http://www.nitdgp.ac.in
Indian Institute of Technology,Amingaon Guwahati    Assam - 781 039 ,http://www.iitg.ac.in
All India Institute of Medical Sciences,Ansari Nagar New Delhi     Delhi- 110 029 ,http://www.aiims.edu
Indian Institute of Technology,Hauz Khas  New Delhi     Delhi- 110 016 ,http://www.iitd.ac.in
Sree Chitra Tirunal Institute for Medical Sciences & Technology,Thiruvananthapuram     Kerala - 695011 ,http://www.sctimst.ac.in
Indian Institute of Technology,Powai Mumbai Maharashtra   Maharashtra - 400 076. ,http://www.iitb.ac.in
Dakshina Bharat Hindi Prachar Sabha,PB No.1419 Thyagaraya Nagar  Chennai Tamil Nadu   Tamil Nadu - 600 017 ,http://www.dbhps-chennai.com
Indian Institute of Technology,Madras Chennai    Tamil Nadu - 600 036 ,http://www.iitm.ac.in
Indian Institute of Technology,Kanpur     Uttar Pradesh - 208 016. ,http://www.iitk.ac.in
Indian Statistical Institute,"203,Barrack Pore Trunk Rd Kolkatta     West Bengal - 700 035 ",http://www.isical.ac.in
Post-Graduate Institute of Medical Education & Research,Chandigarh  NULL    Chandigarh - 160 012. ,http://www.pgimer.nic.in
National Institute of Pharmeutical Education & Research,Sector 67  Mohali    Punjab - 160 062 ,
Indian Institute of Technology Ropar,Nangal Road  Rupnagar     Punjab - 140001 ,http://www.iitrpr.ac.in
Indian Institute of Technology,"Gandhi Nagar   (Vishwakarma Govt. Engg. College) Chandkheda,Ahmedabad   Gujarat - 382424 ",
Indian Institute of Technology,"Ordinance Factory,Estate Yeddumailaram Hyderabad   Andhra Pradesh- 502205 ",
National Institute of Technology,Manipur     Manipur-  ,
Indian Institute of Technology,Bhubneshwar (Orissa) Smantapuri (Rear Side of Hotel Swosti Plaza)   Orissa - 751013 ,
Indian Institute of Technology,(Govt. Polytechnic  Patna) Patliputra Colony Patna   Bihar - 800013 ,
Alliance University,Chikkahagada Cross  Chandapura- Anekal Main Road  Bangalore    Karnataka - 562106 ,http://www.alliance.edu.in
Apeejay Stya University,Sohna-Palwal Road  Sohna  Gurgaon    Haryana - 122 103 ,http://university.apeejay.edu
Azim Premji University,PIXEL ‘B’ BLOCK  PES COLLEGE SOUTH CAMPUS HOSUR MAIN ROAD  ELECTRONICS CITY BENGALURU    Karnataka - 560100 ,http://azimpremjifoundation.org/
Baddi University of Emerging Sciences & Technology,Makhnumajra  BADDI  Distt. Solan    Himachal Pradesh -  ,http://baddiuniv.ac.in
Centurion  University  of Technolgy and Management,Village Alluri Nagar Via-Uppalada  Paralakhemundi NULL   Orissa - 761 211 ,http//www.cutm.ac.in
Chitkara  University,"Chandigarh-Patiala National Highway (NH-64),Jhansala(V),Rajpura Patiala NULL   Punjab - 140 401 ",http://www.chitkara.edu.in
CMJ University,G S Road  Jorabat Ri-Bhoi District Meghalay   Meghalaya - 793101 ,http://www.cmjumeghalaya.edu.in/
Dr K N Modi University,Plot-No.INS-1  RIICO Industrial Area ph-II  Post Box No.01  Newai  Distt. Tonk  Rajasthan-304021   Rajasthan-  ,http://www. dknmu.org
G L A University,17 km. Stone  NH#2  Mathura-Delhi Highway  Po-Chaumuhan  Mathura    Uttar Pradesh - 281 406  ,http://www.gla.ac.in
IFTM University,"Lodhipur Rajput ,delhi Road Moradabad-244 102    Uttar Pradesh - 244 102 ",http://iftmuniversity.ac.in
Invertis University,Invertis Village  Bareily-Lucknow National Highway -24  Bareily  U.P. NULL   Uttar Pradesh -  ,http://www.invertis.org
Maharishi Markandeshwar University,Kumarhatti  Sultanpur Road Solan  NULL   Himachal Pradesh - 173 229 ,http://mmusolan.org
Navrachana University,Vasna Bhayli Road Vadodara Gujarat   Gujarat - 391 410 ,http://www.nuv.ac.in
Noida International University,Plot 1  Sector-17 A  Greater Noida  Gautam Budh Nagar   Uttar Pradesh - 203201 ,http://niu.edu.in/
Pacific Academy of Higher Education  & Research (PAHER),Airport Road  Pratap Nagar Extension Debari  Udaipur NULL   Rajasthan- 313 001 ,
dsdsds,dsdsds  wqw wqq   Andhra Pradesh- 112121 ,ugc.ac.in
South Asian University,CSR Language Lab Building Old School of Physical Sciences JNU Campus    Delhi- 110067 ,www.southasianuniversit.org
University College of Medical Sciences,Dilshad Garden     Delhi- 110095 ,www.ucms.ac.in
Damodaram Sanjivayya National Law University,Palace Layout Pedawaltair  Visakhapatnam   Andhra Pradesh- 530017 ,http://dsnlu.ac.in/
Jawaharlal Nehru Architecture and Fine Arts University,Mahaveer Marg  Masab Tank  Hyderabad   Telangana- 500028 ,http://jnafau.ac.in
Ayush and Health Sciences University of Chhattisgarh,G.E. Road   Raipur     Chhattisgarh-  ,http://www.cghealthuniv.com/
Gujarat Forensic Sciences University,Sector-18/A  Near Police Bhavan  Gandhinagar   Gujarat - 382007 ,
Lala Lajpat Rai University of Veterinary & Animal Sciences ,Hisar      Haryana - 125004 ,
YMCA University of Science & Technology,Faridabad     Haryana - 121006 ,http://ymcaust.ac.in
Himachal Pradesh Technical University,Government Polytechnic  Baru  Hamirpur   Himachal Pradesh -  ,
National University of Study & Research in Law,Polytechnic Campus  BIT Mesra  Ranchi   Jharkhand - 835217 ,http://nusrlranchi.com
Rani Channamma University,"Vidyasangama,N.G-4  P.B Highway  Belagavi   Karnataka - 591156 ",www.rcub.ac.in
Vijayanagara Sri Krishnadevaraya University,"Jnana Sagara Campus  Vinayaka Nagar  Contonment,Bellary   Karnataka - 583104 ",http://www.vskub.ac.in
Kerala University of Fisheries & Ocean Studies ,Ranangarh  Kochi    Kerala - 682506 ,www.kufos.ac.in 
Kerala Veterinary & Animal Sciences University,Pookot  Lakkidi PO  Wayanad    Kerala -  ,
Kerala University of Health Sciences,Trissur     Kerala - 680596 ,http://www.kuhs.ac.in
Madhya Pradesh Pashu Chikitsa Vigyan Vishwavidyalaya,Civil Lines Jabalpur    Madhya Pradesh - 482001 ,
Maharaja Ganga Singh University,National Highway No.-15 Jaisalmer Road Bikaner   Rajasthan-  ,
Mahamaya Technical University,C-22  Sector-62 Noida G.B. Nagar   Uttar Pradesh - 201301 ,
Khwaja Moinuddin Chishti Urdu  Arabi-Farsi University,Sitapur - Hardoi Bypass Road  Near I.I.M. Lucknow   Uttar Pradesh - 226013 ,
Presidency University,86/1 College Street Kolkata    West Bengal - 700073 ,http://www.presiuniv.ac.in
Sidho-Kanho-Birsha University,"Administrative Building  Ranchi Road Campus  Near Sainik School,Purulia   West Bengal - 723104 ",http://www.skbu.ac.in
Uttarakhand Open University,"Near Transport Nagar,Teen Pani By Pass Road Post Office:- Industrial Estate Haldwani (Nainital)   Uttarakhand - 263139 ",
Maharishi Markandeshwar University,Sadopur-Ambala     Haryana - 134007 ,http://www.mmambala.org
Sri Sai University,Sungal  P.O.: Taragarh Palampur    Himachal Pradesh - 176081 ,http://www.srisaiuniversity.org
Amity University,Maharajpura (Opposite Airport) Gwalior     Madhya Pradesh - 474 005 ,http://www.amity.edu
ITM University,Opp. Sithouli Rly. Station NH-75  Jhansi Road Gwalior   Madhya Pradesh - 474001 ,www.itmuniversity.ac.in
Mahatama Gandhi University,13th Mile  G S Road Kanapara   Distt. Ri-Bhoi   Meghalaya - 793101 ,
University of Technology & Management,Bijni Complex (NEHU) Laitumkhrah  Shillong    Meghalaya - 793 001 ,http://www.utm.ac.in
Sri Guru Granth Sahib World University,Fatehgarh Sahib     Punjab - 140 406 ,http://www.sggswu.edu.in
Raffles University,Japanese Zone  NH-8 District : Alwar  Neemrana    Rajasthan- 201705 ,www.rafflesuniversity.edu.in
Homoeopathy University,Saipura  Sanganer Jaipur    Rajasthan- 302029 ,
Galgotias University,Plot No.2 Sec 17-A Yamuna Expressway  Gautam Budh Nagar   Uttar Pradesh -  ,http://www.galgotiasuniversity.edu.in
Shiv Nadar University,Village Chithera Tehsil Dadri Distt. Gautam Budh Nagar    Uttar Pradesh - 203207 ,http://snu.edu.in
Babu Banarasi Das University,55  Babu Banarasi Das Nagar Lucknow    Uttar Pradesh -  ,http://www.bbdu.ac.in
Shri Venkateshwara University,"NH-24  Vankateshwara Nagar  Rajabpur  Gajraula  Distt:- Amroha,   Uttar Pradesh - 244 236 ",http://www.svu.edu.in
Rajiv Gandhi University of Knowledge Technology,"Ground Floor,Vindhya C-4 Building IIIT-H Campus  Gachibowli Hyderabad   Telangana- 500032 ",http://www.rgukt.in/
Karnataka Sanskrit University,"Sri Chamarajendra Sanskrit College campus  Pampa Mahakavi Road,Chamarajpet Bangalore   Karnataka - 580018 ",http://www.ksu.ac.in
Indian Institute of Technology ,"PWD Rest House,Near Bus Stand Mandi    Himachal Pradesh - 175001 ",http://www.iitmandi.ac.in
Indian Institute of Technology,M-Block Institute of Engg & Tech. Devi Ahilya Univ Indore   Madhya Pradesh - 452017 ,
Indian Institute of Technology,IIT Rajasthan Camp Office  Deptt of Computer Sc.& Tech.MBM Engineering College Jodhpur   Rajasthan- 342001 ,
"Indian Institute of  Information Technology,Design & Manufacturing(IIITDM)",Kancheepuram(IITM)  Madras Campus    Tamil Nadu - 600048 ,http://www.iiitdm.iitm.ac.in
National Institute of Technology,Sikkim     Sikkim -  ,
National Institute of Technology,Arunachal Pradesh     Arunachal Pradesh -  ,
National Institute of Technology,Sikkim     Sikkim -  ,
National Institute of Technology,Uttarakhand     Uttarakhand -  ,
National Institute of Technology,Mizoram     Mizoram -  ,
National Institute of Technology,Nagaland     Nagaland -  ,
National Institute of Technology,Meghalaya     Meghalaya -  ,
National Institute of Technology,Goa     Goa -  ,
National Institute of Technology,Puducherry     Puducherry-  ,
National Institute of Technology,Delhi     Delhi-  ,
KSGH Music and Performing Arts University,LJB Road  Near Ashoka Circle Ladshmipuram  Mysore   Karnataka - 570004 ,http://www.musicuniversity.ac.in
Assam Down Town University,Sankar Madhab Path  Gandhi Nagar  Panikhaiti  Guwahati  Assam  India - 781026      Assam -  ,www.adtu.in 
UKA Tarsadia University,Maliba Campus  Gopal Vidyanagar Baroli-Mahuva Road Dist. Surat  Gujarat     Gujarat - 394 350 ,http://www.utu.ac.in
NIILM University,99 Km Milestone  Main NH-65 Ambala Road  Kaithal    Haryana - 136 027 ,www.niilmuniversity.in
Rabindranath Tagore University (formerly known as AISECT University),Chiklod Road  Near Bangrasia Chouraha Bhopal     Madhya Pradesh - 462047 ,www.aisectuniversity.ac.in
People's University,Bhanpur   Bhopal Madhya Pradesh-462037     Madhya Pradesh -  ,www.peoplesuniversity.edu.in
Oriental University,Opp. Rewati Range Gate No.01  Post Aurobindo  Sanwer Road  Jakhya  Indore    Madhya Pradesh - 453 555 ,http://www.orientaluniversity.in
RKDF University,Airport By Pass Road Gandhi Nagar Bhopal   Madhya Pradesh -  ,www.rkdf.ac.in
William Carey University,Nongmensong  Umkdait  Shillong   Meghalaya - 793019 ,http://www.williamcareyuniversity.ac.in
ICFAI University,Khasra No. 505/1   Village: Jamdoli  Agra Road Jaipur   Rajasthan- 302 031 ,https://www.iujaipur.edu.in/
ICFAI University,#5  HIMUDA Education Hub Kalujhinda  PO Mandhala Via Barotiwala  Baddi  Solan Distt Himachal Pradesh-174 103     Himachal Pradesh -  ,
ICFAI University,NH-6  Raipur-Bhilai Road Gram-Chorha  Rl Circle Ahiwara  Dhamdha  Distt: Durg Chhattisgarh     Chhattisgarh-  ,
Pratap University,Village-Sunderpura (Chandwaji) Ajmer  Delhi-Mumbai Highway Jaipur  Rajasthan     Rajasthan-  ,http://www.pratap.edu.in
Manipal University,Dehmi-Kalan Jaipur-Ajmer Express Jaipur   Rajasthan- 303007 ,http://www.jaipur.manipal.edu
Sunrise University,Bagad Rajput Tech. Ramgarh  Alwar Rajasthan     Rajasthan-  ,
JK Lakshmipat University,Laliya Ka Vas P.O. Mahapura  Ajmer Road Jaipur   Rajasthan- 302026 ,http://www.jklu.edu.in
Mahatma Gandhi University of Medical Sciences & Technology,RIICO Institutional Area  Sitapur   Tonk Road  Jaipur-302 022 Rajasthan     Rajasthan-  ,
Graphic Era Hill University,600  Bell Road  Clement Town  Dehradun (Main campus at Dehradun   Second campus at Garhwal Region (Belkhet Gram  District Pauri Garwal) and Third campus at Bhimtal Area of District Nanital  Dehradun (Uttarakhand)   Uttarakhand - 248 002 ,
RK University,Rajkot-Bhavnagar Highway Kasturbadham Rajkot    Gujarat - 360 020 ,http://www.rku.ac.in
The Assam Kaziranga University,Jorhat  Assam     Assam -  ,www.kazirangauniversity.in
Kalinga University,Village : Kotni  Post : Palaud   Thasil : Aarang   Naya Raipur    Chhattisgarh- 492 101  ,https://kalingauniversity.ac.in/
Rai University,Saroda  Dholka Taluka  Ahmedabad  Gujarat     Gujarat - 382 260 ,http://www.raiuniversity.edu
AURO University of Hospitality and Management,Earthspace  Hazira Road Opposite ONGC   Surat  Gujarat.   Gujarat - 394510 ,http://aurouniversity.edu.in
M.V.N. University,74th KM mile stone  NH-2   Delhi-Agra Highway   Palwal   Haryana - 121105 ,http://mvn.edu.in
Baba MastNath University,Asthal Bohar   Rohtak  Haryana.    Haryana - 124 021 ,http://bmu.ac.in
Ansal University ,Gurgaon  Haryana. Sector 55  Golf Course Road  Gurugram   Haryana - 122003 ,http://ansaluniversity.edu.in
Career Point University, Hamirpur  Himachal Pradesh     Himachal Pradesh -  ,http://www.cpuh.in
I.E.C. (India Education Centre) University,Baddi  Solan Himachal Pradesh    Himachal Pradesh -  ,http://iecuniversity.com
Jharkhand Rai University,Kamre  Ratu Road Ranchi   Jharkhand - 835222 ,http://www.jru.edu.in
Sai Nath University,Jirawar  Chandway- Kuchhu Road  P.O. - Ormanjhi Dist. - Ranchi   Jharkhand - 835219 ,http://www.sainathuniversity.com
A.K.S. University ,Satna  Madhya Pradesh     Madhya Pradesh -  ,
Swami Vivekanand University,N.H.26  Narsingpur Road  Sironja Sagar    Madhya Pradesh - 470 228 ,www.svnuniversity.co.in
Guru Kashi University,Sardoolgarh Road  Talwandi Sabo Bathinda  Punjab    Punjab - 151 302 ,http://www.gurukashiuniversity.in
Sri Sri University,Sri Sri Vihar  Vidyadharpur Arilo   Godi Sahi  Ward No. 3 Cuttack  Odisha.   Orissa - 754006 ,http://srisriuniversity.edu.in
Maharaj Vinayak Global University,Dhand  Amer  Jaipur   Rajasthan-  ,http://www.mvgu.ac.in
University of Engineering & Management,Jaipur  Rajasthan     Rajasthan-  ,
Career Point University,Kota  Rajasthan     Rajasthan-  ,
Vivekananda Global University,Sector 36  Sisyawas  NRI Road Jagatpura Jaipur    Rajasthan- 303 012 ,http://vgu.ac.in
Poornima University,  Ramchandrapura Sitapura Extension Jaipur  Rajasthan    Rajasthan-  ,
Sangam University,NH-79  Bhilwara Chittor By-Pass Chittor Road  Bhilwara  Rajasthan    Rajasthan- 311 001 ,http://sangamuniversity.ac.in
Monad University ,Monad University Campus. N.H. 24  Delhi Hapur Road Village & Post Kastla  Kasmabad  P.O Pilakhwa  Dist. Hapur   Pilkhuwa  Distt. Hapur   Uttar Pradesh - 245101 ,http://www.monad.edu.in
NIIT University,N.H. 8  Delhi-Jaipur Highway Neemrana  Distt. Alwar   Rajasthan- 301705 ,http://www.niituniversity.in
Dr. Y.S.R. Horticultural Univerity, P.O. Box No. 7 Venkataramannagudem West Godavari Distt.    Andhra Pradesh- 536 101 ,http://www.drysrhu.edu.in/
National Law University and Judicial Academy,NEJOTI Building  B.K. Kakati Road Bholanath Mandir Parh  Ulubari Guwahati    Assam - 781 007 ,http://www.nluassam.ac.in/
Bodoland University,Debargaon  P.O. Rangalikhata Kokrajhar BTC  Assam   Assam - 783 370 ,http://www.bodolanduniversity.ac.in
Assam Rajiv Gandhi University of Co-operative Management,Sivasagar Guwahati  Assam.    Assam -  ,http://argucom.org.in
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya,"Opp. Mela Ground Race Course Road Gwalior,Madhya Pradesh   Madhya Pradesh - 474 002 ",
Gondwana University,M.I.D.C. Road Complex Godchiroli  Maharashtra    Maharashtra - 422 605 ,www.gondwana.digitaluniversity.org  www.gondwanauniversity.org
Guru Ravidas Ayurved University,Jodhmal Hohiarpur  Punjab     Punjab -  ,
Swarnim Gujarat Sports University,Sector-19  Punit Van Road  Near : Suvidha Kenra PTC Building Campus  Gandhinagar    Gujarat - 382 019 ,
Sri Venkateswara Institute of Medical Sciences,Triupati-517 507     Andhra Pradesh- 517 507 ,http://www.svimstpt.ap.nic.in
A P Goyal Shimla University,Shimla  Himachal Pradesh     Himachal Pradesh -  ,http://agu.edu.in
Geetanjali University,Udaipur  Rajasthan     Rajasthan-  ,http://geetanjaliuniversity.com
J.E.C.R.C  University,Plot No. IS-2036 to 2039 Ramchandrapura  Sitapura Industrial Area Extn Near Mahatma Gandhi Hospital  Vidhani Village  Jaipur   Rajasthan- 303 905 ,http://jecrcuniversity.edu.in
Indira Gandhi Technological and Medical Science University,"Ziro-791120  Arunachal Pradesh,India Arunachal Pradesh  India   Arunachal Pradesh - 791120 ",http://www.igtamsu.ac.in. 
Atal Bihari Bajpayee Vishwavidyalaya,Near Gandhi Chowk  Bilaspur    Chhattisgarh- 495009 ,https://www.bilaspuruniversity.ac.in/
ITM University,Uparwara  Teh.- Abhanpur Naya Raipur   Distt. Raipur    Chhattisgarh- 493 661 ,http://www.itmuniversity.org
Atal Bihari Vajpayee Hindi Vishwavidyalaya,M.P. Bhoj (Open) University Campus Kolar Marg Bhopal   Madhya Pradesh - 462 016 ,
Arunachal University of Studies,NH-52  Namsai Distt.  Namsai    Arunachal Pradesh - 792 103 ,http://www.arunachaluniversity.ac.in
Chandigarh University,Gharuan  Mohali Punjab    Punjab -  ,http://www.cuchd.in
Shri Ramswaroop Memorial University,"Vill-Hadauri  Post-Tindola  Lucknow-Deva Road  Barabanki,   Uttar Pradesh - 225003 ",http://www.srmu.ac.in
Adesh University,NH-7  Barnala Road Bathinda    Punjab - 151101 ,http://adeshuniversity.ac.in
Assam Science & Technology University,Kohilipara  Guwahati     Assam - 781019 ,http://www.astu.org.in
Venkateshwara Open University,"Arunchal Law Academy Campus  Lekhi Village  Naharlagun  Distt. Papum Pare,Arunachal Pradesh   Arunachal Pradesh - 791 110 ",http://www.vou.ac.in
Techno India University,EM 4  Sector V Salt Lake Kolkata   West Bengal - 700091 ,
Children's University,Subhash Chandra Bose Shikshan Sankul Sector-20  Gandhinagar    Gujarat - 382021 ,www.cugujarat.ac.in
Indus University,Indus Campus Rancharda  Via-Thaltej Ahmedabad   Gujarat - 382 115 ,http://indusuni.ac.in
Maharaja Agrasen University,Atal Shiksha Kunj  Kalujhanda  near Barotiwala  Tehsil-Baddi   Distt. Sonal   Himachal Pradesh - 174103 ,www.mau.ac.in
The Glocal University,Delhi-Yamunotri Marg (State Highway-57) Mirzapur Pole  Saharanpur Uttar Pradesh   Uttar Pradesh - 247121 ,https://www.glocaluniversity.edu.in
Raja Mansingh Tomar Music & Arts University,Mahadaji Chowk Achaleshwar Marg Gwalior   Madhya Pradesh - 474 009 ,
Rajasthan University of Veterinary & Animal Sciences,Bikaner     Rajasthan-  ,
Rajasthan University of Veterinary & Animal Sciences,Bikaner     Rajasthan-  ,
