Name,Address,Website
Ras Bihari Bose Subharti university,Subhartipuram Kotda Santaur  Aamwala Road  P.O.- Chandanwadi  Nanda ki Chowki  Prem Nagar  Dehradun   Uttarakhand - 248007 ,
International Institute of Information Technology,Plot No.-7  Sector 24  Near Purkhoti  Muktangan  Naya Raipur   Chhattisgarh- 493661 ,
Quantum University,Mandawar (22 km Milestone)  Roorkee-Dehradun highway (NH-73) Roorkee   Uttarakhand - 247167 ,http://quantumuniversity.edu.in/
Rajasthan ILD Skills University (RISU),Hostel Khasa Kothi Campus M. I. Road Jaipur   Rajasthan- 302001 ,
VIT Bhopal University,Indore National Highway  Kothrikalan  Sehore  Bhopal   Madhya Pradesh - 466114 ,
Cluster University of Srinagar,S.P. College Srinagar  Srinagar    Jammu and Kashmir -  ,
Pandit S N Shukla University,Shahdol     Madhya Pradesh -  ,
Kaloji Narayan Rao University of Health Sciences,Kakatiya Medical College Campus  Rangampet  Warangal (U)   Telangana- 506007 ,http://knruhs.in
Sage University,Kailod Kartal  Indore-Dewas Bypass Road  Rau  Indore   Madhya Pradesh - 452020 ,http://sageuniversity.in/
Sri P V Narsimha Rao Telangana Veterinary University,Rajendranagar   Hyderabad    Telangana- 500030 ,
Maharana Partap Horticultural University,Karnal     Haryana - 132001 ,
SRM University,Neerukonda-Kuragallu Village  Mangalagiri Mandal  Gantur District   Andhra Pradesh- 522502 ,
Centurion University of Technology and Management,Gidijala Junction  Anandapuram Mandal  Visakhapatnam   Andhra Pradesh- 531173 ,http://cutmap.ac.in/ 
World University Of Design,Plot No. 1  Rajiv Gandhi Education City  Sonipat  Haryana 131029     Haryana -  ,www.worlduniversityofdesign.ac.in
Veer Surendra Sai Institute of Medical Science and Research,Ayuvihar   Burla Sambalpur   Orissa - 768017 ,
Sister Nivedita University,DG-1/2  New Town Rajarhat Kolkata   West Bengal - 700156 ,
Amity University,Rupaspur  Bailey Road Patna    Bihar - 801503 ,
Sardar Krushinagar Dantiwada Agricultural University,Sardar Krushinagar Dist. Banaskantha    Gujarat - 385506 ,
Himachal Pradesh National Law University,Ghandal  P.O. Shakrah  Sub-Tehsil Dhami  Shimla   Himachal Pradesh - 171011 ,
Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya),Raipur Naka  Durg    Chhattisgarh- 491001 ,http://www.durguniversity.ac.in
Renaissance University,Survey Number-34/2  51/1/1 Gram Reoti  Sanwer Road  Behind Aurobindo Hospital  Indore   Madhya Pradesh - 452015 ,http://renaissance.ac.in/
Binod Bihari Mahto Koylanchal University,Dhanbad Jharkhand    Jharkhand -  ,
D Y Patil International University,Sector-29  Pradhikaran  Akurdi  Pune   Maharashtra - 411044 ,http://dypiu.ac.in
Dr C. V. Raman University,Block-Bhagwanpur  NH-77 (Patna-Muzaffarpur Highway) Distt.- Vaishali   Bihar - 844114 ,
Dr Shyama Prasad Mukherjee University,Ranchi Jharkhand    Andhra Pradesh-  ,
Dr. Shyama Prasad University,Ranchi Jharkhand    Jharkhand -  ,
Gokul Global University,Gokul Educational Campus Near G. R. S. L.  Sujanpur Patia Sidhpur  Dist- Patan   Gujarat -  ,
Atmiya University,Yogidham Gurukul Kalawad Road  Rajkot   Gujarat - 360005 ,
VIT-AP University,Near AP Secretariat Amaravati  Guntur    Andhra Pradesh- 522237 ,http://vitap.ac.in/
Indian Association for the Cultivation of Science (IACS),Raja S.C. Mullick Road  Jadavpur  Kolkata   West Bengal - 700032 ,http://www.iacs.res.in/
IILM University,1 Knowledge Centre Golf course Road Sector-53  Gurugram   Haryana - 122003 ,https://www.iilm.edu/
Madhyanchal Professional University,Patel Group of Institutions Campus   Ratibad  Bhopal    Madhya Pradesh - 462044 ,https://www.mpu.ac.in
Bhabha University,NH-12  Hoshangabad   Jatkhedi   Bhopal   Madhya Pradesh - 462026 ,
Munger University,Munger Bihar    Bihar -  ,
Purnea University,Purnea  Bihar     Bihar - 854301 ,
Indira Gandhi Delhi Technical University for Women,Kashmere Gate Delhi    Delhi- 110006 ,
Shri Rawatpura Sarkar University,Near Shadani Darbar  Vill-Dhaneli  Post Office- Mana  Dhamtari Road  Raipur   Chhattisgarh-  ,http://www.sruraipur.ac.in/
Gopal Narayan Singh University,Jamuhar  PO-Jamuhar  Dist-Rohtas    Bihar - 821305 ,
Shri Krishna University,NH-86  Village Chowka  Sagar Road  Chhatarpur   Madhya Pradesh - 471001 ,
Patliputra University,Kankarbagh Road  Near Rajendra Nagar Terminal  Patna   Bihar - 800020 ,
National Rail and Transportation Institute ,NIAR Campus  Lalbaug  Vadodara  Gujrat   Gujarat -  ,
Dharmashastra National Law University,Bharat Ratna Bhim Rao Ambedkar Institute of Telecom Training Ridge Road  Civil Lines  Jabalpur   Madhya Pradesh -  ,
Mansarovar Global University,Village Gadia and Ratnakhedi  Block-Bilkisganj Sehore   Madhya Pradesh -  ,www.mguindia.com
Sardar Patel University,Sardar Patel Knowledge City Waraseoni Road  Dongariya Balaghat   Madhya Pradesh -  ,http://spubgt.ac.in/
Dr C V Raman University,Khandwa-Indore Road Post-Chhaigaon Makhan Khandwa   Madhya Pradesh - 450771 ,
Al-Karim University,Near Katihar-Purnea Road Sirsa  Karim Bagh Katihar   Bihar - 854106 ,
AAFT University of Media and Arts,Vill-Maath  Tehsil-Tilda  Dist-Raipur   Chhattisgarh-  ,
Birsa Munda Tribal University,Vocational Training Centre(VTC)) Near RTO Office  Vavdi Road  Vavdi-Rajpipla  Distt.- Narmada   Gujarat - 393145 ,
Netaji Subhas University,Pokhari  PO-Bhilai Pahari  PS-MGM  Dist- East Singhbhum  Jamshedpur   Jharkhand - 831012 ,
Adichunchanagiri University,B G Nagara  NH-75  Tq- Nagamangala  Dist- Mandya   Karnataka - 571448 ,
Chhatrapati Shivaji Maharaj University,Near Shedung Toll Plaza Old Mumbai pune highway  panvel  navi mumbai   Maharashtra -  ,
Khaja Bandanawaz University,Admin Block   Rauza-i Buzurg  Kalaburagi   Karnataka - 585104 ,
Dhanamanjuri University,Imphal  Manipur     Manipur-  ,
National Sports University,Manipur     Manipur-  ,
Netaji Subhas University of Technology,Azad Hind Fauj Marg  Sector-3  Dwarka   Delhi- 110078 ,https://www.nsut.ac.in
National Sports University,Manipur     Manipur-  ,
Radha Govind University,Radha Govind Nagar Lalki Ghati  Ramgarh-    Jharkhand - 829122 ,
Krishnaguru Adhyatmik Visvavidyalaya,Nasatra  Barpeta    Assam - 781307 ,http://kav.org.in/
Capital University,Ranchi-Patna Main Road  District-Koderma     Jharkhand - 825410 ,
Bihar Animal Sciences University,Bihar Veterinary College Campus  Patna    Bihar - 800014 ,
Apex university ,jaipur     Rajasthan- 303002 ,
Lords University,Alwar-Tijara-Delhi Highway  Chikani   Alwar   Rajasthan-  ,
Shyam University,"Dehla-Didwana   Lalsot,Distt- Dausa    Rajasthan- 303511 ",https://shyamuniversity.in/
KREA University,5655  Central Expressway  Sri City   Andhra Pradesh- 517646 ,
Central Institute of Technology(CIT),Balagaon  BTAD Kokrajhar Assam   Assam -  ,
Saveetha Amaravati University,3rd Floor  Vaishnavi Complex Opp. Executive Club Vijayawada   Andhra Pradesh- 520008 ,http://sauniv.in/
Sikkim State University,Gangtok East Sikkim Tadong    Sikkim - 737102 ,
AIPH University,Pahala   On Bhubneshwar-Cuttack Road  NH-5 Bhubneshwar   Orissa - 752101 ,http://aiph.ac.in/
Shri Khushal Das University,Suratgarh Road  Near Toll Plaza   Hanumangarh Jn.   Pilibangan   Rajasthan- 335801 ,http://skduniversity.com/
Gandhi Institute of Engineering & Technology University.,Gunupur  Distt. Rayagada  Odisha   Orissa - 765022 ,http://www.giet.edu
Sardar Bhagwan Singh University,Balawala Dehradun Uttarakhand   Uttarakhand - 248161 ,
Bikaner Technical University,University College of Engineering & Technology  Bikaner Campus  Karni Industrial Area  Pugal Road  Bikaner   Rajasthan- 334004 ,
Maharishi Balmiki Sanskrit University,Mundri  Kaithal    Haryana - 136027 ,
Gurugram University,Rao Tula Ram College of Commerce & Science  Sector-51  Gurugram   Haryana - 122018 ,
Dr. Abdul Haq Urdu University,Kurnool     Andhra Pradesh- 518001 ,
Manipur International University,"MIU Place  Ghari,Airport Road Imphal   Manipur- 795140 ",
Ramchandra Chandravansi University,Nawadihkala   PO & PS Bishrampur Palamu   Jharkhand - 822132 ,
Mata Gujri University,Purabpali Roa  Kishangunj    Bihar - 855107 ,
Om Sterling Global University,NH-52  Hisar-Chandigarh Road  Hisar   Haryana - 125001 ,https://www.osgu.ac.in/
Gujarat Maritime University,Gandhinagar     Gujarat -  ,
Bharatiya Engineering Science and Technology Innovation University,Gownivaripalli  Gorantla Mandal  Anantapur   Andhra Pradesh-  ,
Jharkhand University of Technology,Science & Technology Campus  Sirkha Toll  Namkum  Ranchi   Jharkhand - 834010 ,
Dr. B.R. Ambedkar National Law University,Rai  Sonipat     Haryana -  ,
Ram Krishna Dharmath Foundation University,604  5th Floor  Gopal Marketing Complex Near Argora Chouk Ranchi   Jharkhand - 834002 ,
Shri Dharmasthala Manjunatheshwara University,6th Floor  Manjushree Building  SDM College of Medical Sciences & Hospital Campus Sattur  Dharwad   Karnataka - 580009 ,
Dr. Ram Manohar Lohia Institute of Medical Sciences,Vibhuti Khand  Gomti Nagar  Lucknow   Uttar Pradesh - 226010 ,
